# BSM1-style influent (synthesised, not the canonical IWA file).
# Generated by scripts/generate_bsm1_influent.py at repo setup.
# Profile follows Copp 2002 Table 5.1 average composition plus a
# diurnal flow / load pattern. Replace with the official BSM1 file
# for published-EQI comparisons.
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
4.64583,29.1902,65.2302,49.8179,189.89,26.4394,0,0,0,0,29.6211,6.52302,9.9394,6.56995,17312.8
4.65625,30.1598,65.8026,51.4727,191.557,26.6714,0,0,0,0,29.881,6.58026,10.0266,6.6276,17464.7
4.66667,30.8445,65.6331,52.6412,191.063,26.6027,0,0,0,0,29.804,6.56331,10.0008,6.61053,17419.7
4.67708,29.9734,62.1511,51.1546,180.927,25.1913,0,0,0,0,28.2228,6.21511,9.47021,6.25982,16495.5
4.6875,30.4525,61.4983,51.9722,179.026,24.9267,0,0,0,0,27.9264,6.14983,9.37075,6.19408,16322.3
4.69792,30.6392,60.2488,52.2908,175.389,24.4203,0,0,0,0,27.359,6.02488,9.18036,6.06823,15990.6
4.70833,31.2664,59.8743,53.3613,174.299,24.2685,0,0,0,0,27.189,5.98743,9.12329,6.03051,15891.2
4.71875,29.8476,55.6925,50.9399,162.125,22.5735,0,0,0,0,25.29,5.56925,8.48609,5.60932,14781.3
4.72917,29.4753,53.6399,50.3045,156.15,21.7415,0,0,0,0,24.3579,5.36399,8.17333,5.40258,14236.6
4.73958,28.7575,51.1135,49.0795,148.796,20.7175,0,0,0,0,23.2107,5.11135,7.78838,5.14813,13566
4.75,28.6624,49.8496,48.9172,145.116,20.2052,0,0,0,0,22.6367,4.98496,7.59579,5.02082,13230.6
4.76042,31.7587,54.173,54.2015,157.702,21.9576,0,0,0,0,24.6,5.4173,8.25457,5.45628,14378.1
4.77083,29.8732,50.1151,50.9836,145.889,20.3128,0,0,0,0,22.7573,5.01151,7.63624,5.04756,13301.1
4.78125,31.1804,51.606,53.2146,150.229,20.9171,0,0,0,0,23.4343,5.1606,7.86341,5.19772,13696.7
4.79167,28.054,45.9681,47.8787,133.817,18.6319,0,0,0,0,20.8741,4.59681,7.00434,4.62988,12200.4
4.80208,27.0927,44.1151,46.2383,128.423,17.8809,0,0,0,0,20.0327,4.41151,6.722,4.44325,11708.6
4.8125,28.4264,46.1778,48.5143,134.427,18.7169,0,0,0,0,20.9694,4.61778,7.0363,4.651,12256
4.82292,31.7199,51.6134,54.1354,150.251,20.9201,0,0,0,0,23.4377,5.16134,7.86454,5.19847,13698.7
4.83333,31.6021,51.7125,53.9343,150.539,20.9603,0,0,0,0,23.4827,5.17125,7.87964,5.20845,13725
4.84375,30.4981,50.3825,52.05,146.667,20.4212,0,0,0,0,22.8787,5.03825,7.67698,5.07449,13372
4.85417,28.7967,48.2018,49.1464,140.319,19.5373,0,0,0,0,21.8885,4.82018,7.3447,4.85485,12793.2
4.86458,29.8038,50.7176,50.8651,147.643,20.5571,0,0,0,0,23.0309,5.07176,7.72805,5.10825,13461
4.875,29.5534,51.2812,50.4377,149.284,20.7855,0,0,0,0,23.2868,5.12812,7.81393,5.16502,13610.6
4.88542,29.4825,52.2996,50.3169,152.248,21.1983,0,0,0,0,23.7493,5.22996,7.96911,5.26759,13880.8
4.89583,26.2409,47.6891,44.7845,138.827,19.3295,0,0,0,0,21.6556,4.76891,7.26658,4.80321,12657.2
4.90625,28.7131,53.5492,49.0037,155.886,21.7047,0,0,0,0,24.3167,5.35492,8.1595,5.39344,14212.5
4.91667,29.7148,56.9385,50.7133,165.752,23.0785,0,0,0,0,25.8558,5.69385,8.67595,5.73481,15112
4.92708,32.2746,63.5902,55.0821,185.116,25.7746,0,0,0,0,28.8764,6.35902,9.6895,6.40477,16877.5
4.9375,30.2411,61.2882,51.6115,178.415,24.8416,0,0,0,0,27.831,6.12882,9.33874,6.17291,16266.5
4.94792,32.1013,66.9174,54.7863,194.802,27.1232,0,0,0,0,30.3872,6.69174,10.1965,6.73988,17760.5
4.95833,29.4094,63.0336,50.1921,183.496,25.549,0,0,0,0,28.6236,6.30336,9.60469,6.34871,16729.8
4.96875,29.621,65.2305,50.5531,189.891,26.4395,0,0,0,0,29.6212,6.52305,9.93945,6.56998,17312.8
4.97917,24.1509,54.5918,41.2175,158.921,22.1274,0,0,0,0,24.7902,5.45918,8.31838,5.49846,14489.2
4.98958,30.695,71.1341,52.3861,207.077,28.8324,0,0,0,0,32.3021,7.11341,10.839,7.16459,18879.7
5,30.8206,73.1228,52.6006,212.866,29.6384,0,0,0,0,33.2051,7.31228,11.142,7.36489,19407.5
5.01042,32.6456,79.1679,55.7152,230.464,32.0886,0,0,0,0,35.9502,7.91679,12.0631,7.97374,21011.9
5.02083,29.2699,72.4285,49.9539,210.845,29.357,0,0,0,0,32.8898,7.24285,11.0362,7.29496,19223.3
5.03125,30.1412,75.9665,51.441,221.144,30.791,0,0,0,0,34.4964,7.59665,11.5753,7.6513,20162.3
5.04167,28.9417,74.1531,49.3938,215.865,30.056,0,0,0,0,33.673,7.41531,11.299,7.46865,19681
5.05208,28.2356,73.3999,48.1888,213.673,29.7507,0,0,0,0,33.3309,7.33999,11.1842,7.3928,19481.1
5.0625,28.9303,76.152,49.3744,221.684,30.8662,0,0,0,0,34.5807,7.6152,11.6036,7.66998,20211.5
5.07292,29.4825,78.425,50.3168,228.301,31.7875,0,0,0,0,35.6129,7.8425,11.9499,7.89892,20814.8
5.08333,32.0332,85.9391,54.6699,250.176,34.8332,0,0,0,0,39.025,8.59391,13.0949,8.65574,22809.1
5.09375,30.0033,81.0241,51.2057,235.868,32.841,0,0,0,0,36.7931,8.10241,12.346,8.1607,21504.6
5.10417,28.8142,78.1772,49.1762,227.58,31.6871,0,0,0,0,35.5003,7.81772,11.9122,7.87396,20749
5.11458,30.2128,82.205,51.5632,239.305,33.3197,0,0,0,0,37.3294,8.2205,12.5259,8.27964,21818
5.125,30.3264,82.6044,51.757,240.468,33.4815,0,0,0,0,37.5107,8.26044,12.5868,8.31987,21924
5.13542,28.9857,78.9094,49.4688,229.711,31.9838,0,0,0,0,35.8328,7.89094,12.0237,7.94771,20943.3
5.14583,31.7149,86.1606,54.1267,250.82,34.923,0,0,0,0,39.1256,8.61606,13.1287,8.67805,22867.9
5.15625,27.1675,73.5517,46.3658,214.115,29.8123,0,0,0,0,33.3999,7.35517,11.2074,7.40809,19521.4
5.16667,29.6797,79.9763,50.6533,232.817,32.4163,0,0,0,0,36.3173,7.99763,12.1863,8.05516,21226.5
5.17708,30.9976,83.0462,52.9026,241.754,33.6606,0,0,0,0,37.7113,8.30462,12.6541,8.36437,22041.3
5.1875,27.9924,74.4952,47.7736,216.861,30.1947,0,0,0,0,33.8283,7.44952,11.3511,7.50312,19771.8
5.19792,30.5419,80.6808,52.1248,234.868,32.7018,0,0,0,0,36.6372,8.06808,12.2937,8.12612,21413.5
5.20833,31.9393,83.7062,54.5098,243.675,33.9281,0,0,0,0,38.0111,8.37062,12.7547,8.43084,22216.5
5.21875,30.6805,79.7464,52.3614,232.148,32.3231,0,0,0,0,36.2129,7.97464,12.1513,8.03202,21165.5
5.22917,27.4648,70.7929,46.8732,206.084,28.694,0,0,0,0,32.1471,7.07929,10.787,7.13022,18789.1
5.23958,28.9077,73.8974,49.3358,215.121,29.9524,0,0,0,0,33.5569,7.38974,11.2601,7.44291,19613.1
5.25,31.8485,80.7661,54.3547,235.116,32.7364,0,0,0,0,36.6759,8.07661,12.3067,8.13471,21436.1
5.26042,30.4475,76.6344,51.9637,223.089,31.0617,0,0,0,0,34.7997,7.66344,11.6771,7.71857,20339.5
5.27083,29.9852,74.9539,51.1748,218.197,30.3806,0,0,0,0,34.0366,7.49539,11.421,7.54932,19893.5
5.28125,30.6618,76.1823,52.3295,221.773,30.8785,0,0,0,0,34.5944,7.61823,11.6082,7.67304,20219.6
5.29167,31.0816,76.8321,53.0459,223.664,31.1419,0,0,0,0,34.8895,7.68321,11.7072,7.73849,20392
5.30208,28.9373,71.2433,49.3863,207.395,28.8766,0,0,0,0,32.3517,7.12433,10.8556,7.17559,18908.7
5.3125,29.5644,72.5773,50.4566,211.278,29.4173,0,0,0,0,32.9574,7.25773,11.0589,7.30995,19262.8
5.32292,30.2144,74.0479,51.5659,215.559,30.0134,0,0,0,0,33.6252,7.40479,11.283,7.45806,19653.1
5.33333,29.1841,71.4893,49.8075,208.111,28.9763,0,0,0,0,32.4633,7.14893,10.8931,7.20036,18974
5.34375,29.7998,73.051,50.8584,212.657,29.6093,0,0,0,0,33.1725,7.3051,11.1311,7.35766,19388.5
5.35417,31.9468,78.4615,54.5226,228.408,31.8023,0,0,0,0,35.6294,7.84615,11.9555,7.9026,20824.5
5.36458,28.5483,70.3215,48.7224,204.712,28.503,0,0,0,0,31.9331,7.03215,10.7152,7.08274,18664
5.375,32.89,81.3328,56.1323,236.766,32.9661,0,0,0,0,36.9333,8.13328,12.393,8.19179,21586.5
5.38542,32.819,81.5406,56.0111,237.371,33.0503,0,0,0,0,37.0276,8.15406,12.4247,8.21272,21641.7
5.39583,27.4298,68.5176,46.8136,199.46,27.7718,0,0,0,0,31.1139,6.85176,10.4403,6.90105,18185.2
5.40625,29.7885,74.845,50.839,217.88,30.3365,0,0,0,0,33.9872,7.4845,11.4044,7.53835,19864.6
5.41667,30.514,77.139,52.0773,224.558,31.2663,0,0,0,0,35.0289,7.7139,11.754,7.76939,20473.5
5.42708,28.8587,73.4085,49.2522,213.698,29.7542,0,0,0,0,33.3349,7.34085,11.1856,7.39367,19483.4
5.4375,28.8884,73.9328,49.3028,215.224,29.9667,0,0,0,0,33.5729,7.39328,11.2654,7.44647,19622.5
5.44792,29.6439,76.305,50.5922,222.13,30.9282,0,0,0,0,34.6502,7.6305,11.6269,7.6854,20252.1
5.45833,31.1088,80.4968,53.0923,234.333,32.6273,0,0,0,0,36.5537,8.04968,12.2656,8.10759,21364.7
5.46875,29.233,75.9865,49.891,221.203,30.7991,0,0,0,0,34.5055,7.59865,11.5784,7.65332,20167.6
5.47917,32.74,85.4123,55.8763,248.642,34.6196,0,0,0,0,38.7858,8.54123,13.0146,8.60267,22669.3
5.48958,30.435,79.6025,51.9423,231.729,32.2648,0,0,0,0,36.1476,7.96025,12.1294,8.01752,21127.3
5.5,29.8461,78.1668,50.9374,227.55,31.6828,0,0,0,0,35.4956,7.81668,11.9106,7.87291,20746.2
5.51042,32.1739,84.26,54.9101,245.287,34.1526,0,0,0,0,38.2625,8.426,12.839,8.48662,22363.4
5.52083,30.9394,80.9025,52.8033,235.514,32.7917,0,0,0,0,36.7379,8.09025,12.3274,8.14845,21472.3
5.53125,30.5539,79.6431,52.1454,231.847,32.2812,0,0,0,0,36.166,7.96431,12.1355,8.02161,21138.1
5.54167,29.5033,76.5317,50.3523,222.79,31.0201,0,0,0,0,34.7531,7.65317,11.6614,7.70822,20312.3
5.55208,32.721,84.3163,55.8438,245.451,34.1754,0,0,0,0,38.2881,8.43163,12.8476,8.49229,22378.4
5.5625,31.2177,79.763,53.2783,232.196,32.3298,0,0,0,0,36.2204,7.9763,12.1538,8.03368,21169.9
5.57292,29.6949,75.0896,50.6793,218.592,30.4356,0,0,0,0,34.0982,7.50896,11.4417,7.56298,19929.5
5.58333,27.6342,69.0271,47.1624,200.943,27.9783,0,0,0,0,31.3453,6.90271,10.5179,6.95237,18320.5
5.59375,30.5594,75.2612,52.1548,219.091,30.5051,0,0,0,0,34.1762,7.52612,11.4679,7.58026,19975.1
5.60417,28.2844,68.5515,48.272,199.559,27.7855,0,0,0,0,31.1293,6.85515,10.4455,6.90447,18194.3
5.61458,27.4261,65.2969,46.8072,190.085,26.4664,0,0,0,0,29.6514,6.52969,9.94956,6.57667,17330.5
5.625,29.5813,69.0645,50.4854,201.052,27.9935,0,0,0,0,31.3622,6.90645,10.5236,6.95614,18330.4
5.63542,30.4222,69.5402,51.9206,202.437,28.1863,0,0,0,0,31.5782,6.95402,10.5961,7.00404,18456.7
5.64583,31.9237,71.3387,54.4832,207.673,28.9153,0,0,0,0,32.395,7.13387,10.8702,7.18519,18934
5.65625,30.4237,66.3783,51.9231,193.233,26.9047,0,0,0,0,30.1425,6.63783,10.1143,6.68559,17617.5
5.66667,31.209,66.4088,53.2634,193.321,26.9171,0,0,0,0,30.1563,6.64088,10.119,6.68866,17625.6
5.67708,28.1612,58.3934,48.0617,169.988,23.6682,0,0,0,0,26.5165,5.83934,8.89764,5.88135,15498.2
5.6875,29.9662,60.5163,51.1423,176.168,24.5287,0,0,0,0,27.4805,6.05163,9.22112,6.09517,16061.6
5.69792,30.1863,59.3584,51.518,172.797,24.0594,0,0,0,0,26.9547,5.93584,9.04468,5.97854,15754.3
5.70833,31.2934,59.926,53.4074,174.449,24.2894,0,0,0,0,27.2124,5.9926,9.13117,6.03571,15905
5.71875,30.1741,56.3017,51.4971,163.899,22.8204,0,0,0,0,25.5666,5.63017,8.57892,5.67068,14943
5.72917,31.2061,56.7897,53.2584,165.319,23.0182,0,0,0,0,25.7882,5.67897,8.65328,5.71983,15072.6
5.73958,29.2437,51.9777,49.9092,151.311,21.0678,0,0,0,0,23.6031,5.19777,7.92005,5.23516,13795.4
5.75,30.5369,53.1098,52.1164,154.607,21.5267,0,0,0,0,24.1172,5.31098,8.09256,5.34919,14095.9
5.76042,30.6223,52.2346,52.2621,152.059,21.1719,0,0,0,0,23.7198,5.22346,7.9592,5.26104,13863.6
5.77083,28.1253,47.1829,48.0006,137.353,19.1243,0,0,0,0,21.4258,4.71829,7.18945,4.75223,12522.8
5.78125,30.2633,50.0881,51.6494,145.81,20.3019,0,0,0,0,22.745,5.00881,7.63213,5.04484,13293.9
5.79167,29.5195,48.3694,50.3799,140.807,19.6053,0,0,0,0,21.9646,4.83694,7.37024,4.87174,12837.7
5.80208,27.1439,44.1983,46.3255,128.665,17.9146,0,0,0,0,20.0705,4.41983,6.73468,4.45163,11730.7
5.8125,31.4376,51.0695,53.6535,148.667,20.6997,0,0,0,0,23.1907,5.10695,7.78166,5.14369,13554.3
5.82292,29.4572,47.9315,50.2736,139.533,19.4278,0,0,0,0,21.7658,4.79315,7.30353,4.82764,12721.5
5.83333,28.7214,46.9986,49.0179,136.817,19.0497,0,0,0,0,21.3421,4.69986,7.16137,4.73367,12473.9
5.84375,29.434,48.6247,50.2341,141.55,19.7087,0,0,0,0,22.0805,4.86247,7.40914,4.89745,12905.5
5.85417,30.2073,50.5628,51.5538,147.192,20.4943,0,0,0,0,22.9606,5.05628,7.70447,5.09266,13419.9
5.86458,32.2619,54.9005,55.0602,159.82,22.2525,0,0,0,0,24.9304,5.49005,8.36542,5.52955,14571.2
5.875,29.7511,51.6244,50.7752,150.283,20.9246,0,0,0,0,23.4427,5.16244,7.86622,5.19958,13701.6
5.88542,30.7086,54.4746,52.4094,158.58,22.0798,0,0,0,0,24.7369,5.44746,8.30051,5.48665,14458.1
5.89583,32.0604,58.2651,54.7164,169.614,23.6162,0,0,0,0,26.4582,5.82651,8.87809,5.86843,15464.1
5.90625,30.8003,57.4418,52.5659,167.218,23.2825,0,0,0,0,26.0843,5.74418,8.75264,5.7855,15245.6
5.91667,31.6028,60.5562,53.9355,176.284,24.5449,0,0,0,0,27.4986,6.05562,9.2272,6.09919,16072.2
5.92708,29.2852,57.7002,49.9801,167.97,23.3873,0,0,0,0,26.2017,5.77002,8.79202,5.81153,15314.2
5.9375,31.1566,63.1435,53.1739,183.816,25.5936,0,0,0,0,28.6735,6.31435,9.62144,6.35978,16758.9
5.94792,29.913,62.3557,51.0516,181.522,25.2742,0,0,0,0,28.3158,6.23557,9.50139,6.28043,16549.8
5.95833,31.6116,67.7536,53.9505,197.236,27.4621,0,0,0,0,30.7669,6.77536,10.3239,6.8241,17982.5
5.96875,28.4947,62.7502,48.6309,182.671,25.4342,0,0,0,0,28.4949,6.27502,9.56151,6.32017,16654.5
5.97917,28.8307,65.1702,49.2043,189.716,26.415,0,0,0,0,29.5939,6.51702,9.93026,6.56391,17296.8
5.98958,31.9031,73.9339,54.448,215.227,29.9671,0,0,0,0,33.5734,7.39339,11.2656,7.44658,19622.8
6,29.7059,70.478,50.698,205.167,28.5664,0,0,0,0,32.0041,7.0478,10.739,7.0985,18705.6
6.01042,29.4616,71.4463,50.2811,207.986,28.9589,0,0,0,0,32.4438,7.14463,10.8866,7.19603,18962.6
6.02083,30.1164,74.5232,51.3986,216.943,30.206,0,0,0,0,33.841,7.45232,11.3554,7.50593,19779.2
6.03125,28.9658,73.0038,49.4349,212.52,29.5902,0,0,0,0,33.1511,7.30038,11.1239,7.35291,19376
6.04167,31.9979,81.9835,54.6098,238.661,33.2299,0,0,0,0,37.2288,8.19835,12.4922,8.25733,21759.3
6.05208,28.1263,73.1156,48.0021,212.845,29.6355,0,0,0,0,33.2019,7.31156,11.1409,7.36416,19405.6
6.0625,29.7741,78.373,50.8145,228.15,31.7664,0,0,0,0,35.5892,7.8373,11.942,7.89368,20801
6.07292,30.5204,81.1859,52.0882,236.339,32.9066,0,0,0,0,36.8666,8.11859,12.3706,8.177,21547.6
6.08333,29.8433,80.0642,50.9326,233.073,32.4519,0,0,0,0,36.3572,8.00642,12.1997,8.06402,21249.9
6.09375,28.7966,77.7653,49.1461,226.381,31.5201,0,0,0,0,35.3133,7.77653,11.8494,7.83247,20639.7
6.10417,28.6974,77.8604,48.9769,226.658,31.5587,0,0,0,0,35.3565,7.78604,11.8639,7.84205,20664.9
6.11458,30.6381,83.3622,52.289,242.674,33.7887,0,0,0,0,37.8548,8.33622,12.7022,8.39619,22125.2
6.125,28.4543,77.5051,48.562,225.624,31.4147,0,0,0,0,35.1951,7.75051,11.8098,7.80627,20570.6
6.13542,30.9694,84.3097,52.8544,245.432,34.1727,0,0,0,0,38.2851,8.43097,12.8466,8.49163,22376.7
6.14583,27.7138,75.2908,47.2982,219.178,30.5172,0,0,0,0,34.1896,7.52908,11.4724,7.58325,19982.9
6.15625,29.1675,78.9665,49.7792,229.878,32.007,0,0,0,0,35.8588,7.89665,12.0325,7.95347,20958.5
6.16667,30.0545,80.9862,51.2929,235.757,32.8256,0,0,0,0,36.7759,8.09862,12.3402,8.15688,21494.5
6.17708,28.1218,75.3415,47.9945,219.325,30.5377,0,0,0,0,34.2126,7.53415,11.4801,7.58836,19996.4
6.1875,30.978,82.4409,52.8691,239.992,33.4152,0,0,0,0,37.4365,8.24409,12.5619,8.3034,21880.6
6.19792,29.9722,79.1758,51.1525,230.487,32.0919,0,0,0,0,35.9538,7.91758,12.0643,7.97455,21014.1
6.20833,28.4459,74.5506,48.5477,217.023,30.2171,0,0,0,0,33.8535,7.45506,11.3596,7.5087,19786.5
6.21875,27.7217,72.0557,47.3116,209.76,29.2059,0,0,0,0,32.7205,7.20557,10.9794,7.25741,19124.3
6.22917,27.6516,71.2745,47.1921,207.486,28.8893,0,0,0,0,32.3658,7.12745,10.8604,7.17873,18917
6.23958,30.0766,76.8854,51.3306,223.819,31.1635,0,0,0,0,34.9137,7.68854,11.7153,7.74385,20406.1
6.25,28.2648,71.678,48.2385,208.66,29.0528,0,0,0,0,32.549,7.1678,10.9219,7.21937,19024.1
6.26042,27.9527,70.3551,47.7059,204.809,28.5166,0,0,0,0,31.9483,7.03551,10.7203,7.08612,18672.9
6.27083,29.6532,74.1239,50.6081,215.781,30.0442,0,0,0,0,33.6597,7.41239,11.2946,7.46572,19673.2
6.28125,33.4163,83.026,57.0304,241.695,33.6524,0,0,0,0,37.7022,8.3026,12.651,8.36233,22035.9
6.29167,30.4163,75.1876,51.9105,218.877,30.4753,0,0,0,0,34.1428,7.51876,11.4566,7.57285,19955.6
6.30208,31.1444,76.6771,53.1531,223.213,31.0791,0,0,0,0,34.8191,7.66771,11.6836,7.72288,20350.9
6.3125,30.3191,74.43,51.7446,216.672,30.1682,0,0,0,0,33.7987,7.443,11.3412,7.49654,19754.5
6.32292,31.1745,76.4009,53.2044,222.409,30.9671,0,0,0,0,34.6937,7.64009,11.6415,7.69505,20277.6
6.33333,27.9854,68.553,47.7617,199.563,27.7861,0,0,0,0,31.1299,6.8553,10.4457,6.90461,18194.6
6.34375,29.3542,71.9587,50.0979,209.477,29.1666,0,0,0,0,32.6765,7.19587,10.9646,7.24764,19098.6
6.35417,30.392,74.6429,51.8691,217.292,30.2546,0,0,0,0,33.8954,7.46429,11.3737,7.51799,19811
6.36458,29.9731,73.8313,51.1541,214.929,29.9256,0,0,0,0,33.5268,7.38313,11.25,7.43625,19595.6
6.375,29.712,73.474,50.7085,213.889,29.7808,0,0,0,0,33.3646,7.3474,11.1955,7.40026,19500.7
6.38542,29.0012,72.055,49.4954,209.758,29.2056,0,0,0,0,32.7202,7.2055,10.9793,7.25734,19124.1
6.39583,29.6124,73.9695,50.5385,215.331,29.9816,0,0,0,0,33.5896,7.39695,11.271,7.45016,19632.2
6.40625,28.8387,72.4587,49.2181,210.933,29.3692,0,0,0,0,32.9035,7.24587,11.0408,7.298,19231.3
6.41667,26.3673,66.656,45.0001,194.041,27.0172,0,0,0,0,30.2685,6.6656,10.1566,6.71355,17691.2
6.42708,28.2082,71.754,48.1421,208.881,29.0836,0,0,0,0,32.5835,7.1754,10.9334,7.22702,19044.2
6.4375,30.7135,78.6037,52.4177,228.822,31.86,0,0,0,0,35.694,7.86037,11.9772,7.91692,20862.2
6.44792,32.3356,83.2337,55.1861,242.3,33.7366,0,0,0,0,37.7965,8.32337,12.6827,8.38325,22091.1
6.45833,32.7204,84.667,55.8428,246.472,34.3175,0,0,0,0,38.4473,8.4667,12.9011,8.52761,22471.5
6.46875,30.1451,78.3575,51.4477,228.105,31.7601,0,0,0,0,35.5822,7.83575,11.9396,7.89212,20796.9
6.47917,31.3401,81.76,53.4871,238.01,33.1393,0,0,0,0,37.1273,8.176,12.4581,8.23482,21699.9
6.48958,31.362,82.0271,53.5244,238.787,33.2475,0,0,0,0,37.2486,8.20271,12.4988,8.26172,21770.8
6.5,28.9616,75.8502,49.4278,220.806,30.7439,0,0,0,0,34.4436,7.58502,11.5576,7.63959,20131.4
6.51042,27.4531,71.8967,46.8533,209.297,29.1414,0,0,0,0,32.6484,7.18967,10.9552,7.2414,19082.1
6.52083,30.0463,78.5672,51.2791,228.715,31.8451,0,0,0,0,35.6774,7.85672,11.9716,7.91324,20852.5
6.53125,27.3567,71.3091,46.6888,207.586,28.9033,0,0,0,0,32.3815,7.13091,10.8657,7.18221,18926.1
6.54167,29.5201,76.5753,50.381,222.917,31.0378,0,0,0,0,34.7729,7.65753,11.6681,7.71262,20323.8
6.55208,30.9122,79.6553,52.7568,231.883,32.2862,0,0,0,0,36.1715,7.96553,12.1374,8.02284,21141.3
6.5625,27.8699,71.2091,47.5646,207.295,28.8627,0,0,0,0,32.3361,7.12091,10.8504,7.17214,18899.6
6.57292,30.0484,75.9837,51.2827,221.194,30.798,0,0,0,0,34.5042,7.59837,11.5779,7.65303,20166.8
6.58333,31.86,79.5827,54.3744,231.672,32.2568,0,0,0,0,36.1386,7.95827,12.1263,8.01553,21122.1
6.59375,30.5423,75.2189,52.1255,218.968,30.488,0,0,0,0,34.157,7.52189,11.4614,7.57601,19963.9
6.60417,30.7835,74.6084,52.5371,217.191,30.2406,0,0,0,0,33.8797,7.46084,11.3684,7.51452,19801.8
6.61458,31.3601,74.6632,53.5213,217.35,30.2628,0,0,0,0,33.9046,7.46632,11.3767,7.52003,19816.4
6.625,32.5994,76.1111,55.6364,221.566,30.8496,0,0,0,0,34.5621,7.61111,11.5974,7.66587,20200.7
6.63542,30.2271,69.0943,51.5876,201.139,28.0055,0,0,0,0,31.3758,6.90943,10.5282,6.95913,18338.3
6.64583,31.8443,71.1611,54.3475,207.156,28.8433,0,0,0,0,32.3143,7.11611,10.8431,7.16731,18886.9
6.65625,29.9037,65.244,51.0357,189.93,26.4449,0,0,0,0,29.6273,6.5244,9.94149,6.57133,17316.4
6.66667,29.1807,62.0929,49.8018,180.757,25.1677,0,0,0,0,28.1964,6.20929,9.46135,6.25396,16480.1
6.67708,30.4722,63.1854,52.0059,183.938,25.6106,0,0,0,0,28.6926,6.31854,9.62783,6.364,16770.1
6.6875,29.0913,58.7494,49.6491,171.024,23.8125,0,0,0,0,26.6782,5.87494,8.95189,5.91721,15592.7
6.69792,29.1403,57.3015,49.7328,166.809,23.2257,0,0,0,0,26.0206,5.73015,8.73126,5.77137,15208.4
6.70833,29.0884,55.7035,49.6442,162.157,22.578,0,0,0,0,25.295,5.57035,8.48778,5.61043,14784.3
6.71875,26.5569,49.5523,45.3237,144.251,20.0847,0,0,0,0,22.5018,4.95523,7.55049,4.99088,13151.7
6.72917,30.1582,54.8828,51.4701,159.768,22.2453,0,0,0,0,24.9223,5.48828,8.36271,5.52776,14566.4
6.73958,28.1042,49.9524,47.9646,145.415,20.2469,0,0,0,0,22.6834,4.99524,7.61145,5.03118,13257.9
6.75,29.8391,51.8961,50.9254,151.074,21.0347,0,0,0,0,23.5661,5.18961,7.90762,5.22695,13773.8
6.76042,32.175,54.8831,54.9119,159.769,22.2454,0,0,0,0,24.9225,5.48831,8.36276,5.52779,14566.5
6.77083,29.2185,49.0167,49.8662,142.692,19.8676,0,0,0,0,22.2585,4.90167,7.46888,4.93694,13009.5
6.78125,29.187,48.3067,49.8125,140.625,19.5798,0,0,0,0,21.9361,4.83067,7.36069,4.86542,12821.1
6.79167,32.0459,52.509,54.6916,152.858,21.2832,0,0,0,0,23.8444,5.2509,8.00102,5.28868,13936.4
6.80208,30.8195,50.1833,52.5985,146.088,20.3405,0,0,0,0,22.7883,5.01833,7.64664,5.05443,13319.2
6.8125,31.4648,51.1136,53.6999,148.796,20.7176,0,0,0,0,23.2107,5.11136,7.78839,5.14813,13566.1
6.82292,29.4671,47.9476,50.2905,139.579,19.4343,0,0,0,0,21.773,4.79476,7.30597,4.82925,12725.8
6.83333,31.1221,50.9271,53.1151,148.253,20.6419,0,0,0,0,23.126,5.09271,7.75996,5.12934,13516.6
6.84375,28.9707,47.8594,49.4434,139.322,19.3985,0,0,0,0,21.733,4.78594,7.29253,4.82037,12702.4
6.85417,28.986,48.5186,49.4694,141.241,19.6657,0,0,0,0,22.0323,4.85186,7.39297,4.88676,12877.3
6.86458,30.8944,52.5735,52.7264,153.045,21.3093,0,0,0,0,23.8736,5.25735,8.01083,5.29517,13953.5
6.875,29.1024,50.4988,49.6682,147.006,20.4684,0,0,0,0,22.9315,5.04988,7.69471,5.08621,13402.9
6.88542,31.1507,55.2588,53.1638,160.863,22.3977,0,0,0,0,25.093,5.52588,8.42,5.56563,14666.2
6.89583,33.5875,61.0405,57.3227,177.694,24.7412,0,0,0,0,27.7185,6.10405,9.30099,6.14796,16200.8
6.90625,27.4708,51.2322,46.8834,149.141,20.7656,0,0,0,0,23.2646,5.12322,7.80647,5.16008,13597.5
6.91667,28.8717,55.3229,49.2744,161.049,22.4237,0,0,0,0,25.1222,5.53229,8.42978,5.57209,14683.3
6.92708,31.6802,62.419,54.0676,181.707,25.2999,0,0,0,0,28.3445,6.2419,9.51104,6.28681,16566.6
6.9375,29.7824,60.3585,50.8286,175.708,24.4647,0,0,0,0,27.4088,6.03585,9.19707,6.07928,16019.8
6.94792,31.7416,66.1675,54.1724,192.619,26.8193,0,0,0,0,30.0467,6.61675,10.0822,6.66436,17561.5
6.95833,28.4849,61.052,48.6142,177.727,24.7458,0,0,0,0,27.7238,6.1052,9.30275,6.14913,16203.8
6.96875,30.497,67.1598,52.0482,195.507,27.2214,0,0,0,0,30.4973,6.71598,10.2334,6.76429,17824.9
6.97917,29.7742,67.303,50.8146,195.924,27.2795,0,0,0,0,30.5623,6.7303,10.2552,6.77872,17862.9
