# BSM2-style influent (synthesised, not the canonical IWA 609-day file).
# Generated by scripts/generate_bsm2_influent.py at repo setup.
# Profile follows the BSM2 constant-influent composition plus a diurnal
# flow / load pattern and a time-varying temperature T (degC). Replace with
# the official BSM2 file for published comparisons. TSS is omitted (derived).
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
4.29167,28.067,63.9927,95.3555,400.331,55.7507,0,0,0,0,26.245,6.21665,17.7425,7.69987,22712.4,13.7866
4.30208,26.5867,60.3733,90.3262,377.688,52.5974,0,0,0,0,24.7606,5.86504,16.739,7.26436,21427.8,13.7925
4.3125,27.3788,61.9929,93.0176,387.82,54.0084,0,0,0,0,25.4248,6.02237,17.188,7.45924,22002.6,13.7963
4.32292,26.8441,60.6797,91.201,379.605,52.8643,0,0,0,0,24.8862,5.8948,16.8239,7.30123,21536.5,13.798
4.33333,26.0866,58.9397,88.6274,368.72,51.3485,0,0,0,0,24.1726,5.72577,16.3415,7.09187,20919,13.7976
4.34375,26.7361,60.4512,90.8338,378.175,52.6653,0,0,0,0,24.7925,5.8726,16.7606,7.27373,21455.4,13.7951
4.35417,29.0662,65.8433,98.7501,411.908,57.3629,0,0,0,0,27.004,6.39643,18.2556,7.92253,23369.2,13.7906
4.36458,25.2515,57.3707,85.79,358.904,49.9815,0,0,0,0,23.5291,5.57334,15.9065,6.90307,20362.1,13.784
4.375,27.5491,62.8353,93.596,393.09,54.7423,0,0,0,0,25.7703,6.10422,17.4216,7.5606,22301.6,13.7755
4.38542,27.4768,62.9666,93.3505,393.911,54.8567,0,0,0,0,25.8241,6.11697,17.458,7.5764,22348.2,13.7652
4.39583,26.2629,60.5084,89.2262,378.534,52.7152,0,0,0,0,24.816,5.87817,16.7764,7.28062,21475.8,13.753
4.40625,26.6268,61.7061,90.4625,386.026,53.7585,0,0,0,0,25.3072,5.99451,17.1085,7.42473,21900.8,13.7391
4.41667,25.3198,59.0377,86.0222,369.333,51.4338,0,0,0,0,24.2128,5.73529,16.3687,7.10366,20953.8,13.7235
4.42708,26.0664,61.157,88.5587,382.591,53.2802,0,0,0,0,25.082,5.94117,16.9562,7.35866,21705.9,13.7063
4.4375,27.2466,64.3162,92.5682,402.355,56.0325,0,0,0,0,26.3777,6.24808,17.8322,7.73879,22827.2,13.6877
4.44792,27.671,65.6957,94.01,410.985,57.2344,0,0,0,0,26.9435,6.3821,18.2147,7.90478,23316.8,13.6678
4.45833,26.0032,62.0609,88.3441,388.246,54.0676,0,0,0,0,25.4527,6.02898,17.2069,7.46742,22026.8,13.6466
4.46875,31.3868,75.2498,106.634,470.754,65.5579,0,0,0,0,30.8618,7.31024,20.8636,9.05437,26707.8,13.6242
4.47917,26.4498,63.6441,89.8612,398.15,55.4469,0,0,0,0,26.102,6.18278,17.6458,7.65792,22588.7,13.6009
4.48958,27.3995,66.0986,93.0879,413.505,57.5853,0,0,0,0,27.1087,6.42123,18.3263,7.95325,23459.8,13.5767
4.5,26.9123,65.0099,91.4326,406.695,56.6369,0,0,0,0,26.6622,6.31547,18.0245,7.82226,23073.4,13.5517
4.51042,26.682,64.4511,90.65,403.199,56.15,0,0,0,0,26.433,6.26119,17.8696,7.75503,22875.1,13.526
4.52083,28.9974,69.9363,98.5164,437.514,60.9288,0,0,0,0,28.6826,6.79405,19.3904,8.41503,24821.9,13.4999
4.53125,26.5744,63.8909,90.2845,399.694,55.662,0,0,0,0,26.2032,6.20676,17.7142,7.68762,22676.3,13.4735
4.54167,29.0427,69.4869,98.6705,434.702,60.5372,0,0,0,0,28.4983,6.75039,19.2658,8.36095,24662.4,13.4468
4.55208,28.7806,68.4037,97.7798,427.925,59.5935,0,0,0,0,28.054,6.64516,18.9654,8.23061,24278,13.4201
4.5625,25.8027,60.8079,87.6629,380.407,52.9761,0,0,0,0,24.9388,5.90726,16.8595,7.31666,21582.1,13.3934
4.57292,28.6358,66.7887,97.2881,417.822,58.1865,0,0,0,0,27.3917,6.48827,18.5177,8.03629,23704.8,13.3669
4.58333,26.3408,60.6872,89.491,379.652,52.8709,0,0,0,0,24.8893,5.89553,16.826,7.30213,21539.2,13.3408
4.59375,30.9514,70.3073,105.155,439.834,61.252,0,0,0,0,28.8348,6.83009,19.4932,8.45967,24953.6,13.3152
4.60417,26.701,59.6887,90.7146,373.405,52.001,0,0,0,0,24.4798,5.79853,16.5491,7.18199,21184.8,13.2902
4.61458,25.9453,56.9748,88.1473,356.428,49.6366,0,0,0,0,23.3668,5.53489,15.7967,6.85544,20221.6,13.2659
4.625,24.6246,53.0277,83.6604,331.735,46.1979,0,0,0,0,21.748,5.15144,14.7023,6.38051,18820.7,13.2425
4.63542,25.466,53.6908,86.5187,335.883,46.7756,0,0,0,0,22.0199,5.21586,14.8862,6.4603,19056,13.2201
4.64583,26.4358,54.4877,89.8135,340.869,47.4698,0,0,0,0,22.3467,5.29327,15.1071,6.55618,19338.9,13.1989
4.65625,25.8676,52.0553,87.8832,325.652,45.3508,0,0,0,0,21.3492,5.05698,14.4327,6.26351,18475.6,13.1789
4.66667,25.5536,50.1524,86.8164,313.748,43.693,0,0,0,0,20.5688,4.87212,13.9052,6.03455,17800.2,13.1602
4.67708,26.2796,50.2605,89.2831,314.424,43.7871,0,0,0,0,20.6131,4.88262,13.9351,6.04755,17838.5,13.143
4.6875,26.945,50.1897,91.5437,313.981,43.7254,0,0,0,0,20.584,4.87574,13.9155,6.03903,17813.4,13.1274
4.69792,29.1992,52.9587,99.2022,331.304,46.1378,0,0,0,0,21.7197,5.14474,14.6832,6.37221,18796.2,13.1134
4.70833,24.9075,43.9934,84.6213,275.218,38.3272,0,0,0,0,18.0428,4.2738,12.1975,5.29347,15614.2,13.1012
4.71875,26.4752,45.564,89.9477,285.043,39.6955,0,0,0,0,18.6869,4.42638,12.633,5.48245,16171.7,13.0908
4.72917,25.9277,43.5199,88.0873,272.255,37.9147,0,0,0,0,17.8486,4.2278,12.0662,5.23649,15446.2,13.0823
4.73958,25.1636,41.2527,85.4915,258.072,35.9395,0,0,0,0,16.9187,4.00754,11.4376,4.96369,14641.5,13.0757
4.75,25.5026,40.9099,86.6432,255.928,35.6408,0,0,0,0,16.7782,3.97424,11.3426,4.92245,14519.8,13.0712
4.76042,25.9932,40.8955,88.31,255.837,35.6283,0,0,0,0,16.7723,3.97284,11.3386,4.92071,14514.7,13.0687
4.77083,28.2023,43.6381,95.8153,272.995,38.0177,0,0,0,0,17.8971,4.23928,12.099,5.25072,15488.1,13.0683
4.78125,26.9622,41.1594,91.6022,257.488,35.8582,0,0,0,0,16.8805,3.99848,11.4118,4.95247,14608.4,13.07
4.79167,26.4938,40.0407,90.0108,250.49,34.8836,0,0,0,0,16.4217,3.8898,11.1016,4.81786,14211.3,13.0738
4.80208,28.0584,42.1397,95.3262,263.621,36.7122,0,0,0,0,17.2825,4.09371,11.6836,5.07042,14956.3,13.0798
4.8125,27.6084,41.3664,93.7975,258.784,36.0386,0,0,0,0,16.9654,4.01859,11.4692,4.97738,14681.8,13.088
4.82292,26.9222,40.405,91.4661,252.769,35.2009,0,0,0,0,16.5711,3.92519,11.2026,4.86169,14340.6,13.0982
4.83333,27.7493,41.8819,94.2763,262.008,36.4877,0,0,0,0,17.1768,4.06867,11.6121,5.03941,14864.8,13.1106
4.84375,26.0986,39.7666,88.6679,248.775,34.6448,0,0,0,0,16.3093,3.86318,11.0256,4.78488,14114,13.1251
4.85417,28.0803,43.3526,95.4006,271.209,37.769,0,0,0,0,17.78,4.21155,12.0199,5.21637,15386.8,13.1417
4.86458,27.8618,43.7312,94.6585,273.577,38.0988,0,0,0,0,17.9353,4.24832,12.1248,5.26192,15521.2,13.1603
4.875,26.6649,42.6763,90.5921,266.978,37.1797,0,0,0,0,17.5026,4.14584,11.8323,5.13499,15146.8,13.1808
4.88542,25.5661,41.8305,86.859,261.687,36.4429,0,0,0,0,17.1557,4.06368,11.5978,5.03322,14846.6,13.2032
4.89583,29.2955,49.1061,99.5292,307.202,42.7814,0,0,0,0,20.1396,4.77047,13.615,5.90865,17428.8,13.2275
4.90625,27.3544,47.0538,92.9347,294.363,40.9935,0,0,0,0,19.2979,4.5711,13.046,5.66171,16700.4,13.2535
4.91667,31.3799,55.4599,106.611,346.951,48.3169,0,0,0,0,22.7455,5.38772,15.3767,6.67316,19683.9,13.2812
4.92708,26.3367,47.8614,89.477,299.415,41.697,0,0,0,0,19.6291,4.64955,13.2699,5.75887,16987,13.3105
4.9375,28.3872,53.0635,96.4434,331.959,46.2291,0,0,0,0,21.7627,5.15492,14.7123,6.38482,18833.4,13.3413
4.94792,26.6351,51.2112,90.4908,320.371,44.6153,0,0,0,0,21.003,4.97497,14.1987,6.16194,18176,13.3734
4.95833,27.5715,54.5056,93.6722,340.981,47.4854,0,0,0,0,22.3541,5.29501,15.1121,6.55834,19345.2,13.4068
4.96875,28.3607,57.6054,96.3534,360.373,50.1861,0,0,0,0,23.6254,5.59615,15.9716,6.93132,20445.4,13.4413
4.97917,26.1381,54.4958,88.8022,340.92,47.477,0,0,0,0,22.3501,5.29407,15.1094,6.55716,19341.8,13.4769
4.98958,27.0899,57.9046,92.0361,362.245,50.4467,0,0,0,0,23.7481,5.62522,16.0545,6.96733,20551.6,13.5133
5,27.4453,60.0584,93.2433,375.718,52.3231,0,0,0,0,24.6314,5.83445,16.6517,7.22648,21316,13.5506
5.01042,27.3807,61.2439,93.0238,383.135,53.3559,0,0,0,0,25.1176,5.94962,16.9803,7.36912,21736.8,13.5885
5.02083,28.0382,63.9931,95.2576,400.333,55.751,0,0,0,0,26.2452,6.21669,17.7426,7.69992,22712.6,13.6269
5.03125,28.6223,66.5366,97.2422,416.245,57.9669,0,0,0,0,27.2883,6.46378,18.4478,8.00595,23615.3,13.6656
5.04167,28.361,67.0227,96.3545,419.286,58.3904,0,0,0,0,27.4877,6.511,18.5826,8.06444,23787.8,13.7046
5.05208,27.5842,66.1385,93.7154,413.754,57.62,0,0,0,0,27.125,6.4251,18.3374,7.95805,23474,13.7437
5.0625,26.7533,64.9531,90.8924,406.339,56.5874,0,0,0,0,26.6389,6.30995,18.0088,7.81543,23053.3,13.7827
5.07292,25.6884,63.0262,87.2743,394.285,54.9086,0,0,0,0,25.8486,6.12276,17.4745,7.58357,22369.4,13.8215
5.08333,26.225,64.8934,89.0974,405.966,56.5354,0,0,0,0,26.6144,6.30416,17.9922,7.80825,23032.1,13.86
5.09375,26.5067,66.023,90.0545,413.032,57.5194,0,0,0,0,27.0777,6.41389,18.3054,7.94416,23433,13.898
5.10417,28.1556,70.4584,95.6565,440.78,61.3836,0,0,0,0,28.8968,6.84477,19.5351,8.47785,25007.2,13.9354
5.11458,26.7312,67.0843,90.8173,419.671,58.444,0,0,0,0,27.5129,6.51699,18.5996,8.07186,23809.7,13.9721
5.125,25.535,64.1525,86.7532,401.33,55.8899,0,0,0,0,26.3105,6.23217,17.7868,7.71909,22769.1,14.0079
5.13542,28.0789,70.5049,95.3958,441.071,61.4241,0,0,0,0,28.9158,6.84929,19.548,8.48345,25023.7,14.0428
5.14583,26.1327,65.4826,88.784,409.651,57.0486,0,0,0,0,26.856,6.36139,18.1555,7.87913,23241.2,14.0765
5.15625,26.1837,65.3836,88.9571,409.032,56.9624,0,0,0,0,26.8154,6.35177,18.1281,7.86722,23206.1,14.109
5.16667,26.9182,66.9025,91.4525,418.534,58.2857,0,0,0,0,27.4384,6.49933,18.5492,8.04998,23745.2,14.1401
5.17708,27.8703,68.8698,94.6874,430.841,59.9996,0,0,0,0,28.2452,6.69044,19.0947,8.2867,24443.4,14.1698
5.1875,23.9411,58.7663,81.3381,367.635,51.1974,0,0,0,0,24.1015,5.70892,16.2934,7.071,20857.4,14.198
5.19792,25.6996,62.6173,87.3123,391.727,54.5524,0,0,0,0,25.6809,6.08304,17.3611,7.53438,22224.3,14.2245
5.20833,27.4652,66.3911,93.3111,415.335,57.8401,0,0,0,0,27.2286,6.44965,18.4074,7.98845,23563.6,14.2492
5.21875,26.7305,64.0841,90.8148,400.902,55.8303,0,0,0,0,26.2825,6.22553,17.7678,7.71086,22744.8,14.2722
5.22917,26.0493,61.9305,88.5005,387.43,53.9541,0,0,0,0,25.3992,6.01632,17.1707,7.45173,21980.5,14.2933
5.23958,26.4891,62.4565,89.9948,390.721,54.4123,0,0,0,0,25.615,6.06742,17.3166,7.51503,22167.2,14.3125
5.25,29.112,68.0937,98.9057,425.986,59.3234,0,0,0,0,27.9269,6.61505,18.8795,8.19331,24167.9,14.3296
5.26042,26.6058,61.7651,90.3913,386.395,53.81,0,0,0,0,25.3314,6.00025,17.1249,7.43183,21921.8,14.3447
5.27083,28.1964,65.0093,95.795,406.69,56.6363,0,0,0,0,26.6619,6.31541,18.0243,7.82218,23073.2,14.3578
5.28125,28.3042,64.8637,96.1614,405.78,56.5095,0,0,0,0,26.6022,6.30127,17.984,7.80467,23021.5,14.3687
5.29167,26.6133,60.6783,90.4168,379.596,52.8631,0,0,0,0,24.8857,5.89467,16.8235,7.30106,21536.1,14.3775
5.30208,27.8299,63.1963,94.5499,395.349,55.0569,0,0,0,0,25.9184,6.13929,17.5217,7.60404,22429.8,14.3842
5.3125,26.6133,60.2595,90.4167,376.976,52.4982,0,0,0,0,24.7139,5.85398,16.7074,7.25067,21387.4,14.3888
5.32292,26.3952,59.665,89.6758,373.257,51.9803,0,0,0,0,24.4701,5.79623,16.5426,7.17913,21176.4,14.3912
5.33333,25.6934,58.0512,87.2913,363.161,50.5744,0,0,0,0,23.8082,5.63945,16.0951,6.98496,20603.6,14.3915
5.34375,28.4173,64.2525,96.5456,401.956,55.977,0,0,0,0,26.3515,6.24189,17.8145,7.73112,22804.6,14.3898
5.35417,26.6842,60.4474,90.6575,378.152,52.662,0,0,0,0,24.791,5.87224,16.7595,7.27328,21454.1,14.386
5.36458,26.4746,60.1495,89.9454,376.288,52.4025,0,0,0,0,24.6688,5.8433,16.6769,7.23744,21348.4,14.3801
5.375,25.6914,58.5982,87.2846,366.583,51.0509,0,0,0,0,24.0326,5.6926,16.2468,7.05078,20797.8,14.3724
5.38542,29.6886,68.0351,100.865,425.619,59.2724,0,0,0,0,27.9029,6.60935,18.8632,8.18626,24147.1,14.3627
5.39583,28.236,65.0544,95.9298,406.973,56.6756,0,0,0,0,26.6804,6.31979,18.0368,7.82762,23089.2,14.3513
5.40625,27.0454,62.6763,91.8848,392.095,54.6038,0,0,0,0,25.7051,6.08877,17.3775,7.54147,22245.2,14.3381
5.41667,26.2805,61.2776,89.2859,383.345,53.3852,0,0,0,0,25.1315,5.95289,16.9897,7.37317,21748.8,14.3232
5.42708,25.1437,58.992,85.4238,369.047,51.3941,0,0,0,0,24.1941,5.73086,16.356,7.09816,20937.6,14.3068
5.4375,27.6234,65.2059,93.8486,407.92,56.8076,0,0,0,0,26.7425,6.33451,18.0788,7.84584,23143,14.2889
5.44792,27.6188,65.572,93.8329,410.211,57.1265,0,0,0,0,26.8927,6.37007,18.1803,7.88989,23272.9,14.2696
5.45833,25.3089,60.4038,85.9852,377.879,52.624,0,0,0,0,24.7731,5.868,16.7474,7.26804,21438.6,14.2491
5.46875,28.8074,69.0657,97.8711,432.067,60.1703,0,0,0,0,28.3256,6.70948,19.149,8.31027,24512.9,14.2274
5.47917,28.2825,68.054,96.0878,425.738,59.2889,0,0,0,0,27.9106,6.61119,18.8685,8.18854,24153.9,14.2048
5.48958,25.9165,62.521,88.0495,391.124,54.4685,0,0,0,0,25.6414,6.07368,17.3344,7.52278,22190.1,14.1812
5.5,26.4697,63.9408,89.9289,400.006,55.7055,0,0,0,0,26.2237,6.21161,17.7281,7.69362,22694,14.1569
5.51042,26.6445,64.3606,90.5227,402.632,56.0711,0,0,0,0,26.3959,6.25239,17.8445,7.74413,22843,14.132
5.52083,27.4449,66.1922,93.2421,414.091,57.6668,0,0,0,0,27.1471,6.43032,18.3523,7.96452,23493,14.1066
5.53125,27.028,64.9816,91.8257,406.517,56.6122,0,0,0,0,26.6506,6.31272,18.0166,7.81885,23063.4,14.0808
5.54167,24.9951,59.8026,84.919,374.118,52.1002,0,0,0,0,24.5265,5.8096,16.5807,7.1957,21225.3,14.0548
5.55208,29.2329,69.4788,99.3166,434.651,60.5301,0,0,0,0,28.495,6.7496,19.2635,8.35997,24659.5,14.0287
5.5625,27.6568,65.1773,93.9619,407.742,56.7827,0,0,0,0,26.7308,6.33173,18.0709,7.84241,23132.9,14.0027
5.57292,28.9425,67.5039,98.33,422.297,58.8097,0,0,0,0,27.685,6.55775,18.716,8.12235,23958.6,13.9769
5.58333,28.9344,66.6626,98.3025,417.033,58.0767,0,0,0,0,27.34,6.47602,18.4827,8.02111,23660,13.9514
5.59375,26.9432,61.2026,91.5375,382.876,53.3199,0,0,0,0,25.1007,5.9456,16.9689,7.36414,21722.1,13.9264
5.60417,27.6917,61.9034,94.0806,387.261,53.9305,0,0,0,0,25.3881,6.01369,17.1632,7.44848,21970.9,13.9021
5.61458,28.229,61.9897,95.906,387.801,54.0057,0,0,0,0,25.4235,6.02207,17.1871,7.45886,22001.5,13.8784
5.625,28.2739,60.8861,96.0584,380.896,53.0442,0,0,0,0,24.9709,5.91486,16.8811,7.32607,21609.8,13.8557
5.63542,27.0031,56.9315,91.7409,356.157,49.5989,0,0,0,0,23.349,5.53068,15.7847,6.85023,20206.2,13.8339
5.64583,26.3847,54.3824,89.6399,340.21,47.3781,0,0,0,0,22.3036,5.28304,15.0779,6.54351,19301.5,13.8133
5.65625,27.2742,54.8861,92.6622,343.361,47.8169,0,0,0,0,22.5101,5.33198,15.2176,6.60412,19480.3,13.794
5.66667,26.1351,51.2937,88.7919,320.887,44.6872,0,0,0,0,21.0368,4.98299,14.2216,6.17187,18205.2,13.7759
5.67708,26.4694,50.6234,89.9278,316.694,44.1033,0,0,0,0,20.7619,4.91788,14.0357,6.09122,17967.4,13.7594
5.6875,24.4625,45.5655,83.1095,285.053,39.6968,0,0,0,0,18.6876,4.42652,12.6334,5.48263,16172.2,13.7444
5.69792,27.3401,49.5868,92.8858,310.209,43.2002,0,0,0,0,20.3368,4.81717,13.7483,5.96649,17599.4,13.731
5.70833,25.8283,45.6198,87.7497,285.392,39.7441,0,0,0,0,18.7098,4.43179,12.6484,5.48916,16191.5,13.7194
5.71875,26.4695,45.5542,89.9283,284.982,39.687,0,0,0,0,18.6829,4.42542,12.6303,5.48127,16168.2,13.7096
5.72917,27.1545,45.5791,92.2553,285.138,39.7087,0,0,0,0,18.6931,4.42784,12.6372,5.48427,16177,13.7017
5.73958,27.6534,45.3344,93.9505,283.607,39.4955,0,0,0,0,18.5928,4.40407,12.5693,5.45483,16090.2,13.6958
5.75,29.7979,47.8003,101.236,299.033,41.6438,0,0,0,0,19.6041,4.64362,13.253,5.75153,16965.4,13.6918
5.76042,27.5044,43.2731,93.4443,270.712,37.6997,0,0,0,0,17.7474,4.20382,11.9978,5.2068,15358.6,13.6899
5.77083,25.3023,39.1509,85.9627,244.923,34.1084,0,0,0,0,16.0567,3.80336,10.8549,4.71079,13895.5,13.6901
5.78125,27.4042,41.834,93.1037,261.709,36.4459,0,0,0,0,17.1572,4.06402,11.5988,5.03364,14847.8,13.6924
5.79167,26.4152,39.9219,89.7438,249.747,34.7801,0,0,0,0,16.373,3.87826,11.0687,4.80357,14169.2,13.6968
5.80208,27.7699,41.7064,94.3461,260.911,36.3348,0,0,0,0,17.1048,4.05162,11.5634,5.01829,14802.5,13.7034
5.8125,26.293,39.3955,89.3285,246.454,34.3215,0,0,0,0,16.1571,3.82712,10.9227,4.74023,13982.3,13.7122
5.82292,26.2618,39.4139,89.2227,246.569,34.3375,0,0,0,0,16.1646,3.82892,10.9278,4.74245,13988.9,13.723
5.83333,26.5302,40.0419,90.1344,250.498,34.8846,0,0,0,0,16.4222,3.88992,11.1019,4.81801,14211.7,13.736
5.84375,26.3719,40.1831,89.5966,251.381,35.0076,0,0,0,0,16.4801,3.90364,11.1411,4.83499,14261.9,13.7511
5.85417,24.7421,38.1989,84.0595,238.968,33.279,0,0,0,0,15.6663,3.71088,10.5909,4.59625,13557.6,13.7682
5.86458,26.3165,41.3057,89.4083,258.403,35.9856,0,0,0,0,16.9405,4.01269,11.4523,4.97007,14660.3,13.7873
5.875,27.2071,43.5441,92.4342,272.407,37.9357,0,0,0,0,17.8585,4.23014,12.0729,5.2394,15454.7,13.8084
5.88542,28.8604,47.2206,98.0512,295.406,41.1387,0,0,0,0,19.3663,4.5873,13.0923,5.68177,16759.6,13.8314
5.89583,26.8271,44.9685,91.1431,281.318,39.1767,0,0,0,0,18.4427,4.36852,12.4679,5.4108,15960.3,13.8562
5.90625,26.7201,45.9627,90.7797,287.538,40.0429,0,0,0,0,18.8505,4.46511,12.7435,5.53043,16313.2,13.8828
5.91667,28.0155,49.5138,95.1807,309.753,43.1366,0,0,0,0,20.3068,4.81008,13.7281,5.95771,17573.5,13.9111
5.92708,27.9605,50.8122,94.9937,317.875,44.2678,0,0,0,0,20.8394,4.93622,14.0881,6.11394,18034.4,13.9409
5.9375,29.4036,54.9636,99.8967,343.846,47.8845,0,0,0,0,22.5419,5.33951,15.2391,6.61345,19507.8,13.9722
5.94792,28.0227,53.8791,95.2051,337.062,46.9397,0,0,0,0,22.0972,5.23416,14.9384,6.48296,19122.9,14.0048
5.95833,27.1997,53.7706,92.409,336.382,46.8451,0,0,0,0,22.0526,5.22361,14.9083,6.4699,19084.3,14.0388
5.96875,29.0481,59.0016,98.6887,369.107,51.4024,0,0,0,0,24.198,5.73179,16.3587,7.09932,20941,14.0738
5.97917,29.3083,61.1055,99.5728,382.269,53.2353,0,0,0,0,25.0609,5.93617,16.942,7.35246,21687.7,14.1099
5.98958,26.5791,56.8126,90.3004,355.413,49.4954,0,0,0,0,23.3003,5.51913,15.7517,6.83593,20164,14.1469
6,27.4415,60.0501,93.2304,375.666,52.3158,0,0,0,0,24.628,5.83364,16.6493,7.22547,21313.1,14.1847
6.01042,24.9383,55.7809,84.7261,348.959,48.5965,0,0,0,0,22.8771,5.41891,15.4657,6.71179,19797.9,14.2231
6.02083,26.7305,61.0086,90.8149,381.663,53.1509,0,0,0,0,25.0211,5.92676,16.9151,7.34081,21653.3,14.262
6.03125,26.0231,60.4944,88.4117,378.446,52.7029,0,0,0,0,24.8103,5.87681,16.7725,7.27894,21470.8,14.3012
6.04167,26.9348,63.6522,91.5089,398.201,55.454,0,0,0,0,26.1053,6.18357,17.6481,7.65889,22591.5,14.3407
6.05208,26.5705,63.7079,90.2715,398.549,55.5026,0,0,0,0,26.1282,6.18899,17.6635,7.6656,22611.3,14.3803
6.0625,27.0002,65.5524,91.731,410.088,57.1095,0,0,0,0,26.8847,6.36817,18.1749,7.88754,23266,14.4198
6.07292,27.0859,66.4552,92.0225,415.736,57.896,0,0,0,0,27.2549,6.45587,18.4252,7.99616,23586.4,14.4591
6.08333,27.898,69.0333,94.7813,431.864,60.142,0,0,0,0,28.3123,6.70632,19.14,8.30637,24501.4,14.4981
6.09375,27.5406,68.5982,93.5671,429.142,59.763,0,0,0,0,28.1338,6.66406,19.0194,8.25402,24347,14.5366
6.10417,26.4614,66.2188,89.9007,414.257,57.6901,0,0,0,0,27.158,6.43291,18.3597,7.96772,23502.5,14.5745
6.11458,25.4712,63.9223,86.5367,399.89,55.6893,0,0,0,0,26.2161,6.20981,17.7229,7.69139,22687.4,14.6117
6.125,28.9072,72.6246,98.2101,454.331,63.2708,0,0,0,0,29.7852,7.05521,20.1357,8.7385,25776.1,14.648
6.13542,29.1556,73.2086,99.054,457.984,63.7796,0,0,0,0,30.0247,7.11194,20.2976,8.80876,25983.3,14.6833
6.14583,26.6076,66.6724,90.3972,417.095,58.0852,0,0,0,0,27.344,6.47697,18.4854,8.0223,23663.5,14.7175
6.15625,27.9905,69.8954,95.0955,437.257,60.8931,0,0,0,0,28.6658,6.79007,19.379,8.4101,24807.4,14.7505
6.16667,25.1487,62.5046,85.4408,391.022,54.4542,0,0,0,0,25.6347,6.07209,17.3299,7.52081,22184.3,14.7821
6.17708,25.0995,62.0229,85.2738,388.008,54.0346,0,0,0,0,25.4371,6.0253,17.1963,7.46286,22013.3,14.8122
6.1875,26.8588,65.9281,91.2508,412.438,57.4368,0,0,0,0,27.0387,6.40467,18.2791,7.93274,23399.3,14.8408
6.19792,29.2296,71.2184,99.3055,445.534,62.0457,0,0,0,0,29.2084,6.9186,19.7458,8.56929,25277,14.8678
6.20833,25.8015,62.3694,87.6588,390.176,54.3365,0,0,0,0,25.5793,6.05896,17.2924,7.50455,22136.3,14.893
6.21875,26.0907,62.5503,88.6412,391.307,54.494,0,0,0,0,25.6534,6.07653,17.3425,7.52631,22200.5,14.9164
6.22917,29.4146,69.9314,99.934,437.483,60.9245,0,0,0,0,28.6806,6.79357,19.389,8.41443,24820.2,14.938
6.23958,24.6486,58.117,83.7419,363.573,50.6317,0,0,0,0,23.8352,5.64585,16.1134,6.99288,20627,14.9576
6.25,28.1059,65.7405,95.4877,411.265,57.2733,0,0,0,0,26.9618,6.38644,18.2271,7.91017,23332.7,14.9751
6.26042,27.8903,64.747,94.7551,405.049,56.4078,0,0,0,0,26.5543,6.28993,17.9516,7.79062,22980.1,14.9907
6.27083,26.9454,62.1251,91.545,388.647,54.1236,0,0,0,0,25.479,6.03522,17.2247,7.47514,22049.5,15.0042
6.28125,27.483,62.9818,93.3714,394.007,54.87,0,0,0,0,25.8304,6.11845,17.4622,7.57823,22353.6,15.0156
6.29167,30.7952,70.213,104.624,439.244,61.1698,0,0,0,0,28.7961,6.82093,19.4671,8.44832,24920.1,15.0248
6.30208,25.6922,58.3422,87.2874,364.982,50.8279,0,0,0,0,23.9276,5.66772,16.1758,7.01997,20706.9,15.0319
6.3125,26.7988,60.6796,91.047,379.604,52.8642,0,0,0,0,24.8862,5.89479,16.8239,7.30122,21536.5,15.0369
6.32292,26.902,60.8106,91.3977,380.424,52.9784,0,0,0,0,24.9399,5.90752,16.8602,7.31698,21583,15.0397
6.33333,26.2873,59.3932,89.3093,371.557,51.7435,0,0,0,0,24.3586,5.76982,16.4672,7.14643,21079.9,15.0404
6.34375,25.3995,57.4291,86.2929,359.27,50.0324,0,0,0,0,23.5531,5.57902,15.9227,6.91011,20382.8,15.0391
6.35417,29.3952,66.5886,99.8679,416.571,58.0122,0,0,0,0,27.3096,6.46883,18.4622,8.01222,23633.7,15.0357
6.36458,27.5258,62.5379,93.5169,391.23,54.4833,0,0,0,0,25.6484,6.07533,17.3391,7.52482,22196.1,15.0302
6.375,24.833,56.6404,84.3684,354.336,49.3453,0,0,0,0,23.2296,5.5024,15.704,6.8152,20102.9,15.0229
6.38542,26.2695,60.1997,89.2486,376.602,52.4462,0,0,0,0,24.6894,5.84818,16.6908,7.24348,21366.2,15.0136
6.39583,27.7781,63.9993,94.374,400.372,55.7564,0,0,0,0,26.2477,6.2173,17.7443,7.70066,22714.8,15.0025
6.40625,27.7754,64.3679,94.3648,402.678,56.0776,0,0,0,0,26.3989,6.2531,17.8465,7.74502,22845.6,14.9897
6.41667,25.2655,58.911,85.8376,368.54,51.3234,0,0,0,0,24.1609,5.72298,16.3335,7.08841,20908.8,14.9752
6.42708,27.1017,63.5861,92.0762,397.787,55.3964,0,0,0,0,26.0782,6.17715,17.6297,7.65094,22568.1,14.9592
6.4375,27.5813,65.1065,93.7056,407.299,56.721,0,0,0,0,26.7018,6.32485,18.0513,7.83388,23107.7,14.9416
6.44792,27.7606,65.9086,94.3146,412.316,57.4198,0,0,0,0,27.0307,6.40277,18.2737,7.93039,23392.4,14.9227
